[18-Dec-2014 20:10:01 America/Bogota] Hello, errors!
[30-Jan-2015 09:19:02 America/Chicago] Hello, errors!
[30-Jan-2015 10:19:01 America/Chicago] Hello, errors!
[30-Jan-2015 11:19:01 America/Chicago] Hello, errors!
[30-Jan-2015 12:19:01 America/Chicago] Hello, errors!
[30-Jan-2015 13:19:01 America/Chicago] Hello, errors!
[30-Jan-2015 14:19:01 America/Chicago] Hello, errors!
[30-Jan-2015 15:19:01 America/Chicago] Hello, errors!
[30-Jan-2015 16:19:02 America/Chicago] Hello, errors!
[30-Jan-2015 17:19:01 America/Chicago] Hello, errors!
[30-Jan-2015 18:19:02 America/Chicago] Hello, errors!
[30-Jan-2015 19:19:01 America/Chicago] Hello, errors!
[30-Jan-2015 20:19:01 America/Chicago] Hello, errors!
[30-Jan-2015 21:19:02 America/Chicago] Hello, errors!
[30-Jan-2015 22:19:01 America/Chicago] Hello, errors!
[30-Jan-2015 23:19:02 America/Chicago] Hello, errors!
[31-Jan-2015 00:19:02 America/Chicago] Hello, errors!
[31-Jan-2015 01:19:01 America/Chicago] Hello, errors!
[31-Jan-2015 02:19:01 America/Chicago] Hello, errors!
[31-Jan-2015 03:19:01 America/Chicago] Hello, errors!
[31-Jan-2015 04:19:01 America/Chicago] Hello, errors!
[31-Jan-2015 05:19:01 America/Chicago] Hello, errors!
[31-Jan-2015 06:19:01 America/Chicago] Hello, errors!
[31-Jan-2015 07:19:01 America/Chicago] Hello, errors!
[31-Jan-2015 08:19:01 America/Chicago] Hello, errors!
[31-Jan-2015 09:19:01 America/Chicago] Hello, errors!
[31-Jan-2015 10:19:02 America/Chicago] Hello, errors!
[31-Jan-2015 11:19:01 America/Chicago] Hello, errors!
[31-Jan-2015 12:19:01 America/Chicago] Hello, errors!
[31-Jan-2015 13:19:01 America/Chicago] Hello, errors!
[31-Jan-2015 14:19:01 America/Chicago] Hello, errors!
[31-Jan-2015 15:19:01 America/Chicago] Hello, errors!
[31-Jan-2015 16:19:01 America/Chicago] Hello, errors!
[31-Jan-2015 17:19:01 America/Chicago] Hello, errors!
[31-Jan-2015 18:19:01 America/Chicago] Hello, errors!
[31-Jan-2015 19:19:01 America/Chicago] Hello, errors!
[31-Jan-2015 20:19:01 America/Chicago] Hello, errors!
[31-Jan-2015 21:19:01 America/Chicago] Hello, errors!
[31-Jan-2015 22:19:01 America/Chicago] Hello, errors!
[31-Jan-2015 23:19:01 America/Chicago] Hello, errors!
[01-Feb-2015 00:19:01 America/Chicago] Hello, errors!
[01-Feb-2015 01:19:01 America/Chicago] Hello, errors!
[01-Feb-2015 02:19:01 America/Chicago] Hello, errors!
[01-Feb-2015 03:19:01 America/Chicago] Hello, errors!
[01-Feb-2015 04:19:01 America/Chicago] Hello, errors!
[01-Feb-2015 05:19:01 America/Chicago] Hello, errors!
[01-Feb-2015 06:19:01 America/Chicago] Hello, errors!
[01-Feb-2015 07:19:01 America/Chicago] Hello, errors!
[01-Feb-2015 08:19:01 America/Chicago] Hello, errors!
[01-Feb-2015 09:19:01 America/Chicago] Hello, errors!
[01-Feb-2015 10:19:01 America/Chicago] Hello, errors!
[01-Feb-2015 11:19:01 America/Chicago] Hello, errors!
[01-Feb-2015 12:19:01 America/Chicago] Hello, errors!
[01-Feb-2015 13:19:01 America/Chicago] Hello, errors!
[01-Feb-2015 14:19:01 America/Chicago] Hello, errors!
[01-Feb-2015 15:19:01 America/Chicago] Hello, errors!
[01-Feb-2015 16:19:02 America/Chicago] Hello, errors!
[01-Feb-2015 17:19:01 America/Chicago] Hello, errors!
[01-Feb-2015 18:19:01 America/Chicago] Hello, errors!
[01-Feb-2015 19:19:01 America/Chicago] Hello, errors!
[01-Feb-2015 20:19:01 America/Chicago] Hello, errors!
[01-Feb-2015 21:19:01 America/Chicago] Hello, errors!
[01-Feb-2015 22:19:01 America/Chicago] Hello, errors!
[01-Feb-2015 23:19:01 America/Chicago] Hello, errors!
[02-Feb-2015 00:19:01 America/Chicago] Hello, errors!
[02-Feb-2015 01:19:02 America/Chicago] Hello, errors!
[02-Feb-2015 02:19:01 America/Chicago] Hello, errors!
[02-Feb-2015 03:19:01 America/Chicago] Hello, errors!
[02-Feb-2015 04:19:01 America/Chicago] Hello, errors!
[02-Feb-2015 05:19:06 America/Chicago] Hello, errors!
[02-Feb-2015 06:19:01 America/Chicago] Hello, errors!
[02-Feb-2015 07:19:01 America/Chicago] Hello, errors!
[02-Feb-2015 08:19:01 America/Chicago] Hello, errors!
[02-Feb-2015 09:19:02 America/Chicago] Hello, errors!
[02-Feb-2015 10:19:01 America/Chicago] Hello, errors!
[02-Feb-2015 11:19:01 America/Chicago] Hello, errors!
[02-Feb-2015 12:19:01 America/Chicago] Hello, errors!
[02-Feb-2015 13:19:02 America/Chicago] Hello, errors!
[02-Feb-2015 14:19:02 America/Chicago] Hello, errors!
[02-Feb-2015 15:19:01 America/Chicago] Hello, errors!
[02-Feb-2015 16:19:01 America/Chicago] Hello, errors!
[02-Feb-2015 17:19:01 America/Chicago] Hello, errors!
[02-Feb-2015 18:19:01 America/Chicago] Hello, errors!
[02-Feb-2015 19:19:01 America/Chicago] Hello, errors!
[02-Feb-2015 20:19:02 America/Chicago] Hello, errors!
[02-Feb-2015 21:19:01 America/Chicago] Hello, errors!
[02-Feb-2015 22:19:01 America/Chicago] Hello, errors!
[02-Feb-2015 23:19:01 America/Chicago] Hello, errors!
[03-Feb-2015 00:19:01 America/Chicago] Hello, errors!
[03-Feb-2015 01:19:02 America/Chicago] Hello, errors!
[03-Feb-2015 02:19:01 America/Chicago] Hello, errors!
[03-Feb-2015 03:19:01 America/Chicago] Hello, errors!
[03-Feb-2015 04:19:01 America/Chicago] Hello, errors!
[03-Feb-2015 05:19:01 America/Chicago] Hello, errors!
[03-Feb-2015 06:19:01 America/Chicago] Hello, errors!
[03-Feb-2015 07:19:01 America/Chicago] Hello, errors!
[03-Feb-2015 08:19:01 America/Chicago] Hello, errors!
[05-Feb-2015 18:19:02 America/Chicago] Hello, errors!
[05-Feb-2015 19:19:01 America/Chicago] Hello, errors!
[05-Feb-2015 22:27:25 America/Chicago] Hello, errors!
[05-Feb-2015 22:36:30 America/Chicago] Hello, errors!
[05-Feb-2015 22:38:30 America/Chicago] Hello, errors!
[05-Feb-2015 22:38:57 America/Chicago] Hello, errors!
[05-Feb-2015 22:39:07 America/Chicago] Hello, errors!
[05-Feb-2015 22:40:21 America/Chicago] Hello, errors!
[06-Feb-2015 12:50:31 America/Chicago] Hello, errors!
[06-Feb-2015 12:59:49 America/Chicago] Hello, errors!
